"DCF_Region","Year","Demographic","Out_of_State","Type of Placement","tot_Value","Measure Type","Variable"
"Region 3: Eastern","SFY 2008-2009","Other","Out of State","Foster Care",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Other","Out of State","Group Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Other","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Other","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Other","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Other","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Other","Out of State","Relative Foster Care",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Other","Out of State","Residential Treatment Center",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Other","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Other","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Other","Out of State","Special Study",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Other","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Other","Out of State","Total",7,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Connecticut Juvenile Training School",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Foster Care",340,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Group Home",65,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","High Meadows",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Independent Living",26,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Medical or Psychiatric Hospital Placement",5,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","PDC or Safe Home",31,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Relative Foster Care",130,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Residential Treatment Center",49,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Shelter",16,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Solnit Center",9,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Special Study",62,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Therapeutic Foster Care",90,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Total",827,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Foster Care",16,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Group Home",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Relative Foster Care",12,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Residential Treatment Center",52,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Special Study",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Therapeutic Foster Care",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Total",89,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","In State","Foster Care",188,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","In State","Group Home",43,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","In State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","In State","Independent Living",13,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","In State","Medical or Psychiatric Hospital Placement",4,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","In State","PDC or Safe Home",17,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","In State","Relative Foster Care",52,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","In State","Residential Treatment Center",28,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","In State","Shelter",9,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","In State","Solnit Center",8,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","In State","Special Study",40,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","In State","Therapeutic Foster Care",50,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","In State","Total",452,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","Out of State","Foster Care",11,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","Out of State","Group Home",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","Out of State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","Out of State","Relative Foster Care",6,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","Out of State","Residential Treatment Center",37,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","Out of State","Special Study",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","Out of State","Therapeutic Foster Care",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","White","Out of State","Total",61,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","In State","Foster Care",51,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","In State","Group Home",9,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","In State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","In State","Independent Living",6,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","In State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","In State","PDC or Safe Home",5,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","In State","Relative Foster Care",19,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","In State","Residential Treatment Center",4,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","In State","Shelter",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","In State","Solnit Center",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","In State","Special Study",7,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","In State","Therapeutic Foster Care",18,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","In State","Total",124,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","Out of State","Foster Care",4,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","Out of State","Group Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","Out of State","Relative Foster Care",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","Out of State","Residential Treatment Center",7,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","Out of State","Special Study",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","Out of State","Therapeutic Foster Care",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Black","Out of State","Total",15,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","In State","Connecticut Juvenile Training School",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","In State","Foster Care",77,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","In State","Group Home",10,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","In State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","In State","Independent Living",4,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","In State","Medical or Psychiatric Hospital Placement",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","In State","PDC or Safe Home",5,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","In State","Relative Foster Care",18,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","In State","Residential Treatment Center",7,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","In State","Shelter",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","In State","Solnit Center",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","In State","Special Study",13,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","In State","Therapeutic Foster Care",13,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","In State","Total",157,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","Out of State","Foster Care",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","Out of State","Group Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","Out of State","Relative Foster Care",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","Out of State","Residential Treatment Center",9,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","Out of State","Special Study",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Hispanic","Out of State","Total",14,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","In State","Connecticut Juvenile Training School",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","In State","Foster Care",40,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","In State","Group Home",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","In State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","In State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","In State","PDC or Safe Home",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","In State","Relative Foster Care",18,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","In State","Residential Treatment Center",5,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","In State","Shelter",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","In State","Solnit Center",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","In State","Special Study",9,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","In State","Therapeutic Foster Care",10,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","In State","Total",92,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","Out of State","Foster Care",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","Out of State","Group Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","Out of State","Relative Foster Care",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","Out of State","Residential Treatment Center",7,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","Out of State","Special Study",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Other","Out of State","Total",11,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Connecticut Juvenile Training School",6,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Foster Care",340,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Group Home",67,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","High Meadows",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Independent Living",18,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Medical or Psychiatric Hospital Placement",10,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","PDC or Safe Home",26,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Relative Foster Care",122,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Residential Treatment Center",46,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Shelter",18,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Solnit Center",14,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Special Study",64,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Therapeutic Foster Care",103,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","In State","Total",837,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","Foster Care",16,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","Group Home",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","Relative Foster Care",11,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","Residential Treatment Center",60,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","Special Study",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","Therapeutic Foster Care",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","Total",92,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","In State","Connecticut Juvenile Training School",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","In State","Foster Care",172,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","In State","Group Home",46,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","In State","High Meadows",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","In State","Independent Living",8,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","In State","Medical or Psychiatric Hospital Placement",7,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","In State","PDC or Safe Home",13,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","In State","Relative Foster Care",67,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","In State","Residential Treatment Center",30,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","In State","Shelter",11,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","In State","Solnit Center",8,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","In State","Special Study",35,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","In State","Therapeutic Foster Care",62,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","In State","Total",464,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","Out of State","Foster Care",8,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","Out of State","Group Home",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","Out of State","Relative Foster Care",4,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","Out of State","Residential Treatment Center",37,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","Out of State","Special Study",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","Out of State","Therapeutic Foster Care",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","White","Out of State","Total",52,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","In State","Connecticut Juvenile Training School",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","In State","Foster Care",45,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","In State","Group Home",7,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","In State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","In State","Independent Living",4,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","In State","PDC or Safe Home",4,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","In State","Relative Foster Care",8,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","In State","Residential Treatment Center",7,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","In State","Shelter",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","In State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","In State","Special Study",5,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","In State","Therapeutic Foster Care",17,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","In State","Total",101,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","Out of State","Foster Care",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","Out of State","Group Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","Out of State","Relative Foster Care",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","Out of State","Residential Treatment Center",5,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","Out of State","Special Study",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","Out of State","Therapeutic Foster Care",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Black","Out of State","Total",9,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","In State","Connecticut Juvenile Training School",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","In State","Foster Care",58,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","In State","Group Home",11,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","In State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","In State","Independent Living",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","In State","Medical or Psychiatric Hospital Placement",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","In State","PDC or Safe Home",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","In State","Relative Foster Care",13,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","In State","Residential Treatment Center",7,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","In State","Shelter",4,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","In State","Solnit Center",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","In State","Special Study",14,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","In State","Therapeutic Foster Care",23,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","In State","Total",143,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","Out of State","Foster Care",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","Out of State","Group Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","Out of State","Relative Foster Care",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","Out of State","Residential Treatment Center",11,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","Out of State","Special Study",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Hispanic","Out of State","Total",13,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","In State","Connecticut Juvenile Training School",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","In State","Foster Care",46,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","In State","Group Home",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","In State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","In State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","In State","PDC or Safe Home",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","In State","Relative Foster Care",15,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","In State","Residential Treatment Center",5,"Number","Children in Placement"
"Region 3: Eastern","SFY 2010-2011","Other","In State","Shelter",1,"Number","Children in Placement"
